S/No,CustomerID,FirstName,LastName,Gender,Email,City,Country,Region
4024,C04024,First4024,Last4024,F,user4024@example.com,Johannesburg,South Africa,Southern Africa
4025,C04025,First4025,Last4025,M,user4025@example.com,Nairobi,Kenya,East Africa
4026,C04026,First4026,Last4026,F,user4026@example.com,Kumasi,Ghana,West Africa
4027,C04027,First4027,Last4027,M,user4027@example.com,Johannesburg,South Africa,Southern Africa
4028,C04028,First4028,Last4028,F,user4028@example.com,Abuja,Nigeria,West Africa
4029,C04029,First4029,Last4029,M,user4029@example.com,Nairobi,Kenya,East Africa
4030,C04030,First4030,Last4030,F,user4030@example.com,Nairobi,Kenya,East Africa
4031,C04031,First4031,Last4031,M,user4031@example.com,Johannesburg,South Africa,Southern Africa
4032,C04032,First4032,Last4032,F,user4032@example.com,Manchester,UK,Europe
4033,C04033,First4033,Last4033,M,user4033@example.com,Johannesburg,South Africa,Southern Africa
4034,C04034,First4034,Last4034,F,user4034@example.com,Ibadan,Nigeria,West Africa
4035,C04035,First4035,Last4035,M,user4035@example.com,Johannesburg,South Africa,Southern Africa
4036,C04036,First4036,Last4036,F,user4036@example.com,Ibadan,Nigeria,West Africa
4037,C04037,First4037,Last4037,M,user4037@example.com,Nairobi,Kenya,East Africa
4038,C04038,First4038,Last4038,F,user4038@example.com,Johannesburg,South Africa,Southern Africa
4039,C04039,First4039,Last4039,M,user4039@example.com,Nairobi,Kenya,East Africa
4040,C04040,First4040,Last4040,F,user4040@example.com,Manchester,UK,Europe
4041,C04041,First4041,Last4041,M,user4041@example.com,Johannesburg,South Africa,Southern Africa
4042,C04042,First4042,Last4042,F,user4042@example.com,Kumasi,Ghana,West Africa
4043,C04043,First4043,Last4043,M,user4043@example.com,Abuja,Nigeria,West Africa
4044,C04044,First4044,Last4044,F,user4044@example.com,Nairobi,Kenya,East Africa
4045,C04045,First4045,Last4045,M,user4045@example.com,Abuja,Nigeria,West Africa
4046,C04046,First4046,Last4046,F,user4046@example.com,Ibadan,Nigeria,West Africa
4047,C04047,First4047,Last4047,M,user4047@example.com,London,UK,Europe
4048,C04048,First4048,Last4048,F,user4048@example.com,Kumasi,Ghana,West Africa
4049,C04049,First4049,Last4049,M,user4049@example.com,Kumasi,Ghana,West Africa
4050,C04050,First4050,Last4050,F,user4050@example.com,Nairobi,Kenya,East Africa
4051,C04051,First4051,Last4051,M,user4051@example.com,Johannesburg,South Africa,Southern Africa
4052,C04052,First4052,Last4052,F,user4052@example.com,Nairobi,Kenya,East Africa
4053,C04053,First4053,Last4053,M,user4053@example.com,Johannesburg,South Africa,Southern Africa
4054,C04054,First4054,Last4054,F,user4054@example.com,Johannesburg,South Africa,Southern Africa
4055,C04055,First4055,Last4055,M,user4055@example.com,Kumasi,Ghana,West Africa
4056,C04056,First4056,Last4056,F,user4056@example.com,Manchester,UK,Europe
4057,C04057,First4057,Last4057,M,user4057@example.com,Ibadan,Nigeria,West Africa
4058,C04058,First4058,Last4058,F,user4058@example.com,Johannesburg,South Africa,Southern Africa
4059,C04059,First4059,Last4059,M,user4059@example.com,Ibadan,Nigeria,West Africa
4060,C04060,First4060,Last4060,F,user4060@example.com,Kumasi,Ghana,West Africa
4061,C04061,First4061,Last4061,M,user4061@example.com,Accra,Ghana,West Africa
4062,C04062,First4062,Last4062,F,user4062@example.com,Abuja,Nigeria,West Africa
4063,C04063,First4063,Last4063,M,user4063@example.com,Accra,Ghana,West Africa
4064,C04064,First4064,Last4064,F,user4064@example.com,Kumasi,Ghana,West Africa
4065,C04065,First4065,Last4065,M,user4065@example.com,Ibadan,Nigeria,West Africa
4066,C04066,First4066,Last4066,F,user4066@example.com,Manchester,UK,Europe
4067,C04067,First4067,Last4067,M,user4067@example.com,Accra,Ghana,West Africa
4068,C04068,First4068,Last4068,F,user4068@example.com,Johannesburg,South Africa,Southern Africa
4069,C04069,First4069,Last4069,M,user4069@example.com,London,UK,Europe
4070,C04070,First4070,Last4070,F,user4070@example.com,Nairobi,Kenya,East Africa
4071,C04071,First4071,Last4071,M,user4071@example.com,Accra,Ghana,West Africa
4072,C04072,First4072,Last4072,F,user4072@example.com,Ibadan,Nigeria,West Africa
4073,C04073,First4073,Last4073,M,user4073@example.com,London,UK,Europe
4074,C04074,First4074,Last4074,F,user4074@example.com,Kumasi,Ghana,West Africa
4075,C04075,First4075,Last4075,M,user4075@example.com,Accra,Ghana,West Africa
4076,C04076,First4076,Last4076,F,user4076@example.com,Johannesburg,South Africa,Southern Africa
4077,C04077,First4077,Last4077,M,user4077@example.com,Ibadan,Nigeria,West Africa
4078,C04078,First4078,Last4078,F,user4078@example.com,Nairobi,Kenya,East Africa
4079,C04079,First4079,Last4079,M,user4079@example.com,Accra,Ghana,West Africa
4080,C04080,First4080,Last4080,F,user4080@example.com,Johannesburg,South Africa,Southern Africa
4081,C04081,First4081,Last4081,M,user4081@example.com,Lagos,Nigeria,West Africa
4082,C04082,First4082,Last4082,F,user4082@example.com,Nairobi,Kenya,East Africa
4083,C04083,First4083,Last4083,M,user4083@example.com,Johannesburg,South Africa,Southern Africa
4084,C04084,First4084,Last4084,F,user4084@example.com,London,UK,Europe
4085,C04085,First4085,Last4085,M,user4085@example.com,Kumasi,Ghana,West Africa
4086,C04086,First4086,Last4086,F,user4086@example.com,Ibadan,Nigeria,West Africa
4087,C04087,First4087,Last4087,M,user4087@example.com,Manchester,UK,Europe
4088,C04088,First4088,Last4088,F,user4088@example.com,Nairobi,Kenya,East Africa
4089,C04089,First4089,Last4089,M,user4089@example.com,London,UK,Europe
4090,C04090,First4090,Last4090,F,user4090@example.com,Abuja,Nigeria,West Africa
4091,C04091,First4091,Last4091,M,user4091@example.com,Accra,Ghana,West Africa
4092,C04092,First4092,Last4092,F,user4092@example.com,Accra,Ghana,West Africa
4093,C04093,First4093,Last4093,M,user4093@example.com,Johannesburg,South Africa,Southern Africa
4094,C04094,First4094,Last4094,F,user4094@example.com,Johannesburg,South Africa,Southern Africa
4095,C04095,First4095,Last4095,M,user4095@example.com,Abuja,Nigeria,West Africa
4096,C04096,First4096,Last4096,F,user4096@example.com,Abuja,Nigeria,West Africa
4097,C04097,First4097,Last4097,M,user4097@example.com,Nairobi,Kenya,East Africa
4098,C04098,First4098,Last4098,F,user4098@example.com,Lagos,Nigeria,West Africa
4099,C04099,First4099,Last4099,M,user4099@example.com,Nairobi,Kenya,East Africa
4100,C04100,First4100,Last4100,F,user4100@example.com,Lagos,Nigeria,West Africa
4101,C04101,First4101,Last4101,M,user4101@example.com,London,UK,Europe
4102,C04102,First4102,Last4102,F,user4102@example.com,Abuja,Nigeria,West Africa
4103,C04103,First4103,Last4103,M,user4103@example.com,Lagos,Nigeria,West Africa
4104,C04104,First4104,Last4104,F,user4104@example.com,Abuja,Nigeria,West Africa
4105,C04105,First4105,Last4105,M,user4105@example.com,Manchester,UK,Europe
4106,C04106,First4106,Last4106,F,user4106@example.com,Lagos,Nigeria,West Africa
4107,C04107,First4107,Last4107,M,user4107@example.com,Nairobi,Kenya,East Africa
4108,C04108,First4108,Last4108,F,user4108@example.com,Accra,Ghana,West Africa
4109,C04109,First4109,Last4109,M,user4109@example.com,London,UK,Europe
4110,C04110,First4110,Last4110,F,user4110@example.com,Johannesburg,South Africa,Southern Africa
4111,C04111,First4111,Last4111,M,user4111@example.com,Johannesburg,South Africa,Southern Africa
4112,C04112,First4112,Last4112,F,user4112@example.com,Lagos,Nigeria,West Africa
4113,C04113,First4113,Last4113,M,user4113@example.com,Nairobi,Kenya,East Africa
4114,C04114,First4114,Last4114,F,user4114@example.com,Nairobi,Kenya,East Africa
4115,C04115,First4115,Last4115,M,user4115@example.com,Ibadan,Nigeria,West Africa
4116,C04116,First4116,Last4116,F,user4116@example.com,Johannesburg,South Africa,Southern Africa
4117,C04117,First4117,Last4117,M,user4117@example.com,Johannesburg,South Africa,Southern Africa
4118,C04118,First4118,Last4118,F,user4118@example.com,Kumasi,Ghana,West Africa
4119,C04119,First4119,Last4119,M,user4119@example.com,Nairobi,Kenya,East Africa
4120,C04120,First4120,Last4120,F,user4120@example.com,Lagos,Nigeria,West Africa
4121,C04121,First4121,Last4121,M,user4121@example.com,Manchester,UK,Europe
4122,C04122,First4122,Last4122,F,user4122@example.com,Johannesburg,South Africa,Southern Africa
4123,C04123,First4123,Last4123,M,user4123@example.com,Manchester,UK,Europe
4124,C04124,First4124,Last4124,F,user4124@example.com,Nairobi,Kenya,East Africa
4125,C04125,First4125,Last4125,M,user4125@example.com,Accra,Ghana,West Africa
4126,C04126,First4126,Last4126,F,user4126@example.com,Johannesburg,South Africa,Southern Africa
4127,C04127,First4127,Last4127,M,user4127@example.com,Lagos,Nigeria,West Africa
4128,C04128,First4128,Last4128,F,user4128@example.com,Accra,Ghana,West Africa
4129,C04129,First4129,Last4129,M,user4129@example.com,Lagos,Nigeria,West Africa
4130,C04130,First4130,Last4130,F,user4130@example.com,Johannesburg,South Africa,Southern Africa
4131,C04131,First4131,Last4131,M,user4131@example.com,Kumasi,Ghana,West Africa
4132,C04132,First4132,Last4132,F,user4132@example.com,London,UK,Europe
4133,C04133,First4133,Last4133,M,user4133@example.com,Kumasi,Ghana,West Africa
4134,C04134,First4134,Last4134,F,user4134@example.com,Abuja,Nigeria,West Africa
4135,C04135,First4135,Last4135,M,user4135@example.com,Lagos,Nigeria,West Africa
4136,C04136,First4136,Last4136,F,user4136@example.com,Johannesburg,South Africa,Southern Africa
4137,C04137,First4137,Last4137,M,user4137@example.com,Johannesburg,South Africa,Southern Africa
4138,C04138,First4138,Last4138,F,user4138@example.com,Manchester,UK,Europe
4139,C04139,First4139,Last4139,M,user4139@example.com,Accra,Ghana,West Africa
4140,C04140,First4140,Last4140,F,user4140@example.com,Johannesburg,South Africa,Southern Africa
4141,C04141,First4141,Last4141,M,user4141@example.com,Accra,Ghana,West Africa
4142,C04142,First4142,Last4142,F,user4142@example.com,Nairobi,Kenya,East Africa
4143,C04143,First4143,Last4143,M,user4143@example.com,Kumasi,Ghana,West Africa
4144,C04144,First4144,Last4144,F,user4144@example.com,Kumasi,Ghana,West Africa
4145,C04145,First4145,Last4145,M,user4145@example.com,Lagos,Nigeria,West Africa
4146,C04146,First4146,Last4146,F,user4146@example.com,Kumasi,Ghana,West Africa
4147,C04147,First4147,Last4147,M,user4147@example.com,London,UK,Europe
4148,C04148,First4148,Last4148,F,user4148@example.com,Abuja,Nigeria,West Africa
4149,C04149,First4149,Last4149,M,user4149@example.com,Nairobi,Kenya,East Africa
4150,C04150,First4150,Last4150,F,user4150@example.com,Manchester,UK,Europe
4151,C04151,First4151,Last4151,M,user4151@example.com,Accra,Ghana,West Africa
4152,C04152,First4152,Last4152,F,user4152@example.com,Lagos,Nigeria,West Africa
4153,C04153,First4153,Last4153,M,user4153@example.com,Kumasi,Ghana,West Africa
4154,C04154,First4154,Last4154,F,user4154@example.com,London,UK,Europe
4155,C04155,First4155,Last4155,M,user4155@example.com,Johannesburg,South Africa,Southern Africa
4156,C04156,First4156,Last4156,F,user4156@example.com,Johannesburg,South Africa,Southern Africa
4157,C04157,First4157,Last4157,M,user4157@example.com,London,UK,Europe
4158,C04158,First4158,Last4158,F,user4158@example.com,Abuja,Nigeria,West Africa
4159,C04159,First4159,Last4159,M,user4159@example.com,Accra,Ghana,West Africa
4160,C04160,First4160,Last4160,F,user4160@example.com,Johannesburg,South Africa,Southern Africa
4161,C04161,First4161,Last4161,M,user4161@example.com,Johannesburg,South Africa,Southern Africa
4162,C04162,First4162,Last4162,F,user4162@example.com,London,UK,Europe
4163,C04163,First4163,Last4163,M,user4163@example.com,Johannesburg,South Africa,Southern Africa
4164,C04164,First4164,Last4164,F,user4164@example.com,Lagos,Nigeria,West Africa
4165,C04165,First4165,Last4165,M,user4165@example.com,Kumasi,Ghana,West Africa
4166,C04166,First4166,Last4166,F,user4166@example.com,Johannesburg,South Africa,Southern Africa
4167,C04167,First4167,Last4167,M,user4167@example.com,Johannesburg,South Africa,Southern Africa
4168,C04168,First4168,Last4168,F,user4168@example.com,Johannesburg,South Africa,Southern Africa
4169,C04169,First4169,Last4169,M,user4169@example.com,Accra,Ghana,West Africa
4170,C04170,First4170,Last4170,F,user4170@example.com,Johannesburg,South Africa,Southern Africa
4171,C04171,First4171,Last4171,M,user4171@example.com,Nairobi,Kenya,East Africa
4172,C04172,First4172,Last4172,F,user4172@example.com,Manchester,UK,Europe
4173,C04173,First4173,Last4173,M,user4173@example.com,Abuja,Nigeria,West Africa
4174,C04174,First4174,Last4174,F,user4174@example.com,Abuja,Nigeria,West Africa
4175,C04175,First4175,Last4175,M,user4175@example.com,Lagos,Nigeria,West Africa
4176,C04176,First4176,Last4176,F,user4176@example.com,Manchester,UK,Europe
4177,C04177,First4177,Last4177,M,user4177@example.com,Kumasi,Ghana,West Africa
4178,C04178,First4178,Last4178,F,user4178@example.com,Johannesburg,South Africa,Southern Africa
4179,C04179,First4179,Last4179,M,user4179@example.com,Johannesburg,South Africa,Southern Africa
4180,C04180,First4180,Last4180,F,user4180@example.com,Nairobi,Kenya,East Africa
4181,C04181,First4181,Last4181,M,user4181@example.com,Accra,Ghana,West Africa
4182,C04182,First4182,Last4182,F,user4182@example.com,Manchester,UK,Europe
4183,C04183,First4183,Last4183,M,user4183@example.com,Johannesburg,South Africa,Southern Africa
4184,C04184,First4184,Last4184,F,user4184@example.com,London,UK,Europe
4185,C04185,First4185,Last4185,M,user4185@example.com,Abuja,Nigeria,West Africa
4186,C04186,First4186,Last4186,F,user4186@example.com,Abuja,Nigeria,West Africa
4187,C04187,First4187,Last4187,M,user4187@example.com,Kumasi,Ghana,West Africa
4188,C04188,First4188,Last4188,F,user4188@example.com,Nairobi,Kenya,East Africa
4189,C04189,First4189,Last4189,M,user4189@example.com,Nairobi,Kenya,East Africa
4190,C04190,First4190,Last4190,F,user4190@example.com,London,UK,Europe
4191,C04191,First4191,Last4191,M,user4191@example.com,Johannesburg,South Africa,Southern Africa
4192,C04192,First4192,Last4192,F,user4192@example.com,Ibadan,Nigeria,West Africa
4193,C04193,First4193,Last4193,M,user4193@example.com,Ibadan,Nigeria,West Africa
4194,C04194,First4194,Last4194,F,user4194@example.com,London,UK,Europe
4195,C04195,First4195,Last4195,M,user4195@example.com,Accra,Ghana,West Africa
4196,C04196,First4196,Last4196,F,user4196@example.com,Manchester,UK,Europe
4197,C04197,First4197,Last4197,M,user4197@example.com,Nairobi,Kenya,East Africa
4198,C04198,First4198,Last4198,F,user4198@example.com,Accra,Ghana,West Africa
4199,C04199,First4199,Last4199,M,user4199@example.com,Ibadan,Nigeria,West Africa
4200,C04200,First4200,Last4200,F,user4200@example.com,Nairobi,Kenya,East Africa
4201,C04201,First4201,Last4201,M,user4201@example.com,Lagos,Nigeria,West Africa
4202,C04202,First4202,Last4202,F,user4202@example.com,Nairobi,Kenya,East Africa
4203,C04203,First4203,Last4203,M,user4203@example.com,Johannesburg,South Africa,Southern Africa
4204,C04204,First4204,Last4204,F,user4204@example.com,Ibadan,Nigeria,West Africa
4205,C04205,First4205,Last4205,M,user4205@example.com,Nairobi,Kenya,East Africa
4206,C04206,First4206,Last4206,F,user4206@example.com,Johannesburg,South Africa,Southern Africa
4207,C04207,First4207,Last4207,M,user4207@example.com,Accra,Ghana,West Africa
4208,C04208,First4208,Last4208,F,user4208@example.com,Manchester,UK,Europe
4209,C04209,First4209,Last4209,M,user4209@example.com,Manchester,UK,Europe
4210,C04210,First4210,Last4210,F,user4210@example.com,Nairobi,Kenya,East Africa
4211,C04211,First4211,Last4211,M,user4211@example.com,Ibadan,Nigeria,West Africa
4212,C04212,First4212,Last4212,F,user4212@example.com,Nairobi,Kenya,East Africa
4213,C04213,First4213,Last4213,M,user4213@example.com,Accra,Ghana,West Africa
4214,C04214,First4214,Last4214,F,user4214@example.com,Johannesburg,South Africa,Southern Africa
4215,C04215,First4215,Last4215,M,user4215@example.com,Johannesburg,South Africa,Southern Africa
4216,C04216,First4216,Last4216,F,user4216@example.com,Accra,Ghana,West Africa
4217,C04217,First4217,Last4217,M,user4217@example.com,Johannesburg,South Africa,Southern Africa
4218,C04218,First4218,Last4218,F,user4218@example.com,Manchester,UK,Europe
4219,C04219,First4219,Last4219,M,user4219@example.com,Accra,Ghana,West Africa
4220,C04220,First4220,Last4220,F,user4220@example.com,Kumasi,Ghana,West Africa
4221,C04221,First4221,Last4221,M,user4221@example.com,Ibadan,Nigeria,West Africa
4222,C04222,First4222,Last4222,F,user4222@example.com,Ibadan,Nigeria,West Africa
4223,C04223,First4223,Last4223,M,user4223@example.com,Accra,Ghana,West Africa
4224,C04224,First4224,Last4224,F,user4224@example.com,Nairobi,Kenya,East Africa
4225,C04225,First4225,Last4225,M,user4225@example.com,Kumasi,Ghana,West Africa
4226,C04226,First4226,Last4226,F,user4226@example.com,Johannesburg,South Africa,Southern Africa
4227,C04227,First4227,Last4227,M,user4227@example.com,Ibadan,Nigeria,West Africa
4228,C04228,First4228,Last4228,F,user4228@example.com,Lagos,Nigeria,West Africa
4229,C04229,First4229,Last4229,M,user4229@example.com,Johannesburg,South Africa,Southern Africa
4230,C04230,First4230,Last4230,F,user4230@example.com,Nairobi,Kenya,East Africa
4231,C04231,First4231,Last4231,M,user4231@example.com,Kumasi,Ghana,West Africa
